zone_id,industry_group,jobs
125023,Manufacturing,115
134144,Government,834
134144,Retail,296
134144,Transportation,1299
134144,Hospitality,311
21005,Healthcare,314
21005,Transportation,399
21005,Government,16
21005,Education,1076
21005,Manufacturing,359
172012,Manufacturing,59
172012,Professional Services,741
172012,Government,93
172012,Retail,160
95072,Manufacturing,50
95072,Transportation,188
95072,Professional Services,666
95072,Healthcare,171
95072,Hospitality,572
95072,Retail,279
139031,Professional Services,442
139031,Retail,30
139031,Education,488
139031,Hospitality,318
100102,Manufacturing,296
100102,Hospitality,476
100102,Education,118
100102,Professional Services,1113
140014,Manufacturing,466
140014,Transportation,602
140014,Retail,404
140014,Hospitality,1667
140014,Government,141
116012,Retail,207
116012,Government,247
116012,Professional Services,706
116012,Hospitality,6376
154053,Education,370
154053,Transportation,36
154053,Government,182
154053,Hospitality,5
154082,Healthcare,6117
154082,Retail,5287
154082,Education,705
154082,Professional Services,220
119022,Professional Services,13
119022,Manufacturing,104
119022,Government,21
119022,Retail,174
22022,Manufacturing,475
22022,Education,79
22022,Government,368
22022,Healthcare,507
22022,Professional Services,148
162022,Healthcare,549
162022,Education,448
162022,Manufacturing,546
162022,Retail,1526
199022,Retail,74
199022,Hospitality,216
199022,Manufacturing,1697
199022,Transportation,340
202111,Hospitality,184
202111,Education,68
202111,Retail,128
202111,Government,300
202111,Healthcare,351
191093,Government,610
191093,Hospitality,152
191093,Transportation,426
191093,Professional Services,312
198112,Transportation,252
198112,Retail,144
198112,Education,332
198112,Healthcare,254
198112,Manufacturing,94
198112,Professional Services,84
132041,Professional Services,35
132041,Retail,427
132041,Education,120
132041,Hospitality,71
132041,Manufacturing,121
132041,Healthcare,289
98025,Professional Services,135
98025,Manufacturing,1106
98025,Retail,640
98025,Transportation,1692
98025,Healthcare,78
98025,Education,232
83131,Manufacturing,416
83131,Retail,371
83131,Education,879
83131,Hospitality,768
83131,Professional Services,58
200251,Transportation,165
200251,Hospitality,483
200251,Education,89
200251,Manufacturing,1
200251,Retail,200
200251,Government,31
199042,Transportation,138
199042,Government,875
199042,Hospitality,2094
199042,Professional Services,956
197012,Professional Services,678
197012,Healthcare,359
197012,Government,141
197012,Transportation,205
197012,Manufacturing,1001
134114,Hospitality,1238
134114,Healthcare,1055
134114,Retail,229
134114,Education,121
134114,Manufacturing,894
134114,Government,221
174032,Hospitality,571
174032,Manufacturing,1873
174032,Education,522
174032,Professional Services,220
83631,Transportation,236
83631,Healthcare,66
83631,Education,36
83631,Government,389
83631,Hospitality,54
83631,Retail,75
185112,Manufacturing,41
185112,Education,25
185112,Retail,480
185112,Professional Services,223
185112,Hospitality,141
185112,Transportation,182
32111,Hospitality,457
32111,Manufacturing,469
32111,Professional Services,315
32111,Government,246
32111,Healthcare,2055
130002,Professional Services,783
130002,Healthcare,1188
130002,Hospitality,353
130002,Manufacturing,304
130002,Education,503
83801,Retail,507
83801,Manufacturing,1129
83801,Transportation,79
83801,Healthcare,60
201072,Manufacturing,19
201072,Government,155
201072,Transportation,506
201072,Healthcare,1283
201072,Education,34
201072,Retail,12
43002,Hospitality,605
43002,Government,903
43002,Education,2339
43002,Professional Services,1862
92031,Hospitality,85
92031,Transportation,793
92031,Healthcare,168
92031,Retail,16
96042,Professional Services,476
96042,Retail,832
96042,Transportation,1480
96042,Education,170
85044,Education,88
85044,Healthcare,132
85044,Transportation,638
85044,Manufacturing,105
85044,Hospitality,395
85044,Retail,150
118023,Transportation,291
118023,Healthcare,617
118023,Retail,40
118023,Manufacturing,372
118023,Education,167
95073,Hospitality,1589
95073,Retail,195
95073,Manufacturing,1522
95073,Transportation,1555
69001,Government,1264
69001,Transportation,470
69001,Retail,213
69001,Healthcare,1051
69001,Manufacturing,801
127002,Manufacturing,1108
127002,Government,941
127002,Healthcare,1389
127002,Hospitality,322
71002,Professional Services,756
71002,Education,24
71002,Government,184
71002,Hospitality,1176
71002,Retail,510
71002,Manufacturing,3204
134162,Education,198
134162,Government,464
134162,Retail,510
134162,Manufacturing,671
101104,Education,868
101104,Transportation,505
101104,Government,923
101104,Healthcare,1044
48001,Transportation,61
48001,Education,56
48001,Professional Services,964
48001,Manufacturing,81
48001,Retail,30
48001,Healthcare,176
85013,Retail,565
85013,Education,577
85013,Government,46
85013,Healthcare,610
85013,Professional Services,623
173053,Retail,86
173053,Transportation,269
173053,Education,871
173053,Manufacturing,108
173053,Government,274
51011,Transportation,76
51011,Retail,811
51011,Education,856
51011,Government,20
51011,Manufacturing,211
3022,Professional Services,2499
3022,Healthcare,191
3022,Manufacturing,156
3022,Education,243
171082,Retail,85
171082,Education,134
171082,Government,365
171082,Manufacturing,32
171082,Hospitality,249
203103,Healthcare,2418
203103,Retail,4126
203103,Hospitality,1247
203103,Professional Services,173
203103,Transportation,1455
203103,Manufacturing,2467
176014,Hospitality,96
176014,Transportation,57
176014,Retail,126
176014,Manufacturing,4
176014,Government,448
83552,Healthcare,27
83552,Manufacturing,159
83552,Retail,92
83552,Hospitality,328
76013,Hospitality,4429
76013,Retail,397
76013,Manufacturing,241
76013,Transportation,60
83532,Government,198
83532,Healthcare,480
83532,Retail,857
83532,Transportation,1355
83532,Hospitality,797
80065,Retail,370
80065,Professional Services,282
80065,Manufacturing,0
80065,Hospitality,1918
80065,Government,178
80065,Education,423
100191,Transportation,266
100191,Hospitality,1388
100191,Professional Services,825
100191,Healthcare,704
83271,Professional Services,15
83271,Healthcare,818
83271,Education,254
83271,Manufacturing,120
83271,Government,268
83271,Retail,313
28041,Education,15
28041,Retail,172
28041,Transportation,168
28041,Healthcare,309
28041,Hospitality,141
185043,Transportation,31
185043,Healthcare,1173
185043,Retail,106
185043,Manufacturing,618
185043,Professional Services,1
185043,Education,6
134242,Government,135
134242,Hospitality,57
134242,Manufacturing,433
134242,Professional Services,148
134242,Healthcare,27
134242,Retail,183
170572,Transportation,1547
170572,Government,638
170572,Education,347
170572,Manufacturing,1327
170572,Professional Services,490
186082,Government,321
186082,Hospitality,194
186082,Transportation,527
186082,Healthcare,122
186082,Manufacturing,420
170562,Government,285
170562,Education,143
170562,Manufacturing,99
170562,Hospitality,175
170562,Healthcare,106
170562,Retail,51
209032,Transportation,444
209032,Manufacturing,134
209032,Professional Services,561
209032,Retail,142
209032,Hospitality,73
166201,Professional Services,253
166201,Healthcare,1549
166201,Education,580
166201,Manufacturing,239
27051,Hospitality,4
27051,Government,397
27051,Manufacturing,497
27051,Healthcare,92
27051,Education,8
27051,Transportation,90
163012,Government,45
163012,Hospitality,165
163012,Manufacturing,48
163012,Transportation,313
163012,Education,260
163012,Healthcare,32
117002,Hospitality,87
117002,Government,683
117002,Professional Services,701
117002,Retail,113
117002,Manufacturing,347
117002,Healthcare,320
166192,Healthcare,208
166192,Transportation,524
166192,Government,128
166192,Education,1393
185193,Healthcare,521
185193,Transportation,472
185193,Manufacturing,79
185193,Education,74
79111,Healthcare,909
79111,Hospitality,206
79111,Professional Services,48
79111,Education,21
170202,Transportation,406
170202,Professional Services,947
170202,Healthcare,327
170202,Hospitality,75
170202,Education,473
202131,Government,139
202131,Hospitality,29
202131,Healthcare,21
202131,Transportation,198
202131,Education,104
201081,Government,73
201081,Healthcare,294
201081,Hospitality,30
201081,Transportation,112
51032,Government,171
51032,Hospitality,91
51032,Transportation,663
51032,Retail,22
203044,Hospitality,355
203044,Retail,523
203044,Healthcare,139
203044,Manufacturing,476
100192,Government,192
100192,Hospitality,1616
100192,Manufacturing,474
100192,Education,110
102021,Manufacturing,348
102021,Healthcare,2085
102021,Professional Services,1863
102021,Government,897
102021,Hospitality,1628
113001,Hospitality,879
113001,Retail,347
113001,Professional Services,1141
113001,Transportation,1320
113001,Education,224
194061,Hospitality,982
194061,Government,241
194061,Professional Services,135
194061,Transportation,207
170522,Hospitality,582
170522,Manufacturing,379
170522,Professional Services,44
170522,Government,773
134093,Manufacturing,272
134093,Retail,443
134093,Healthcare,12
134093,Professional Services,6
83371,Education,833
83371,Government,675
83371,Hospitality,260
83371,Retail,10
26013,Healthcare,256
26013,Retail,205
26013,Hospitality,68
26013,Professional Services,109
26013,Transportation,246
26013,Manufacturing,510
141021,Government,303
141021,Transportation,678
141021,Retail,1291
141021,Professional Services,144
71001,Professional Services,142
71001,Retail,95
71001,Transportation,13
71001,Manufacturing,223
71001,Hospitality,216
71001,Healthcare,169
100092,Retail,733
100092,Hospitality,308
100092,Manufacturing,493
100092,Transportation,1352
57001,Manufacturing,208
57001,Government,2145
57001,Healthcare,106
57001,Hospitality,19
57001,Retail,3407
57001,Education,1298
33051,Professional Services,686
33051,Government,235
33051,Transportation,47
33051,Retail,2
33051,Education,393
33051,Manufacturing,277
32022,Hospitality,1141
32022,Retail,494
32022,Professional Services,304
32022,Transportation,64
32022,Education,594
101103,Government,86
101103,Education,41
101103,Manufacturing,1136
101103,Retail,1180
101103,Transportation,922
83062,Healthcare,1108
83062,Retail,40
83062,Manufacturing,51
83062,Professional Services,14
83062,Government,47
132034,Education,507
132034,Professional Services,8
132034,Hospitality,1277
132034,Manufacturing,420
178082,Education,177
178082,Retail,367
178082,Professional Services,862
178082,Transportation,378
178082,Healthcare,45
190012,Professional Services,68
190012,Retail,669
190012,Manufacturing,1192
190012,Hospitality,15
190012,Healthcare,30
208062,Manufacturing,94
208062,Education,648
208062,Professional Services,34
208062,Hospitality,76
208062,Retail,49
31073,Hospitality,120
31073,Education,1012
31073,Professional Services,144
31073,Government,67
31073,Retail,504
211012,Professional Services,616
211012,Government,607
211012,Healthcare,563
211012,Hospitality,1043
62001,Transportation,1569
62001,Education,1874
62001,Professional Services,712
62001,Manufacturing,620
62001,Government,1898
195023,Manufacturing,1081
195023,Hospitality,1631
195023,Government,1043
195023,Healthcare,4
195023,Education,494
195023,Transportation,34
202132,Manufacturing,5300
202132,Hospitality,2674
202132,Transportation,3918
202132,Healthcare,524
202132,Professional Services,139
120021,Manufacturing,47
120021,Hospitality,203
120021,Healthcare,316
120021,Professional Services,218
120021,Retail,8
120021,Education,114
147011,Retail,1227
147011,Government,131
147011,Education,406
147011,Manufacturing,1591
147011,Transportation,352
147011,Healthcare,257
198082,Hospitality,383
198082,Manufacturing,522
198082,Retail,107
198082,Professional Services,908
198082,Government,212
132031,Education,5786
132031,Manufacturing,1605
132031,Hospitality,346
132031,Government,5239
174072,Education,379
174072,Government,26
174072,Transportation,83
174072,Professional Services,221
174072,Healthcare,165
35013,Retail,568
35013,Education,22
35013,Transportation,235
35013,Professional Services,24
83752,Manufacturing,280
83752,Transportation,276
83752,Education,368
83752,Retail,131
203132,Manufacturing,120
203132,Healthcare,13
203132,Education,14
203132,Professional Services,87
203132,Retail,33
100011,Professional Services,133
100011,Manufacturing,237
100011,Transportation,71
100011,Retail,595
100011,Healthcare,89
97051,Manufacturing,126
97051,Hospitality,44
97051,Government,145
97051,Education,598
186092,Government,1382
186092,Manufacturing,294
186092,Retail,180
186092,Healthcare,89
186092,Education,125
200191,Manufacturing,123
200191,Government,628
200191,Retail,1279
200191,Healthcare,32
200191,Professional Services,398
83634,Professional Services,1704
83634,Retail,921
83634,Education,186
83634,Healthcare,2718
83634,Transportation,4255
191101,Healthcare,1892
191101,Education,704
191101,Manufacturing,1124
191101,Hospitality,533
209021,Manufacturing,123
209021,Professional Services,142
209021,Retail,406
209021,Education,153
209021,Healthcare,85
209021,Government,167
83473,Healthcare,101
83473,Retail,4
83473,Professional Services,139
83473,Hospitality,116
83473,Transportation,301
83473,Manufacturing,143
168061,Healthcare,26
168061,Transportation,1660
168061,Government,365
